Symbol,company,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),한국표준산업분류11차(세분류),한국표준산업분류11차(세세분류)
A103840,우양,제조업,식료품 제조업,"과실, 채소 가공 및 저장 처리업","과실, 채소 가공 및 저장 처리업","과실, 채소 가공 및 저장 처리업"
A270870,뉴트리,제조업,식료품 제조업,기타 식품 제조업,기타 식품 제조업,기타 식품 제조업
A200230,텔콘RF제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,의약품 제조업,의약품 제조업
A369370,블리츠웨이스튜디오,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업"
A340930,유일에너테크,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,그 외 기타 특수목적용 기계 제조업
A376930,노을,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,방사선 장치 및 전기식 진단 기기 제조업,전기식 진단 및 요법 기기 제조업
A049430,코메론,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
A407400,꿈비,제조업,가구 제조업,가구 제조업,기타 가구 제조업,그 외 기타 가구 제조업
A263540,어스앤에어로스페이스,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업",항공기용 엔진 및 부품 제조업,항공기용 부품 제조업
A217190,제너셈,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
A050110,캠시스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,전자부품 제조업,전자부품 제조업
A383930,디티앤씨알오,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,의학 및 약학 연구개발업
A452160,제이엔비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
A105740,디케이락,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사장치 제조 포함","탭, 밸브 및 유사장치 제조업"
A115160,휴맥스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,"텔레비전, 비디오 및 기타 영상기기 제조업",비디오 및 기타 영상기기 제조업
A036010,아비코전자,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,"전자코일, 변성기 및 기타 전자 유도자 제조업"
A007590,동방아그로,제조업,화학물질 및 화학제품 제조업; 의약품 제외,"비료, 농약 및 살균, 살충제 제조업",살균ㆍ살충제 및 농약 제조업,살균ㆍ살충제 및 농약 제조업
A101170,우림피티에스,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"베어링, 기어 및 동력전달장치 제조업",기어 및 동력전달장치 제조업
A017180,명문제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,완제 의약품 제조업,생물 의약품 제조업
A109860,동일금속,제조업,1차 금속 제조업,금속 주조업,철강 주조업,강주물 주조업
A126880,제이엔케이글로벌,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 오븐, 노 및 노용 버너 제조업","산업용 오븐, 노 및 노용 버너 제조업"
A036090,위지트,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업
A009190,대양금속,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",냉간 압연 및 압출 제품 제조업
A010960,삼호개발,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,토공사업
A234100,폴라리스세원,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
A308080,바이젠셀,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업
A114450,그린생명과학,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A265560,영화테크,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 신품 동력전달장치 및 전기장치 제조업,자동차용 신품 동력전달장치 및 전기장치 제조업
A204840,지엘팜텍,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,생활용품 도매업,생활용품 도매업
A128660,피제이메탈,제조업,1차 금속 제조업,1차 비철금속 제조업,기타 1차 비철금속 제조업,기타 1차 비철금속 제조업
A036670,KCI,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",계면활성제 제조업
A317770,엑스페릭스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,전자부품 제조업,전자부품 제조업
A065530,와이어블,정보통신업,우편 및 통신업,전기 통신업,기타 전기 통신업,그 외 기타 전기 통신업
A304840,피플바이오,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,체외 진단 시약 제조업
A078860,아이오케이,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업"
A027580,상보,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,플라스틱제품 제조업,플라스틱제품 제조업
A006880,신송홀딩스,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,곡물 및 유지작물 도매업
A307930,컴퍼니케이,금융 및 보험업,금융업,기타 금융업,그 외 기타 금융업,그 외 기타 분류 안된 금융업
A123840,뉴온,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A092780,동양피스톤,제조업,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업
A001560,제일연마,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,연마재 제조업
A225220,제놀루션,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A355150,코스텍시스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,반도체 제조업,반도체 제조업
A038680,에스넷,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터시스템 통합 자문, 구축 및 관리업",컴퓨터시스템 통합 자문 및 구축 서비스업
A095270,웨이브일렉트로,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
A038880,아이에이,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,전자부품 제조업,전자부품 제조업
A017040,광명전기,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업
A016090,대현,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,겉옷 제조업,여자용 겉옷 제조업
A016880,웅진,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업
A321370,센서뷰,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타 절연선 및 케이블 제조업
A023440,제이스코홀딩스,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",열간 압연 및 압출 제품 제조업
A004960,한신공영,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,아파트 건설업
A024910,경창산업,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 신품 동력전달장치 및 전기장치 제조업,자동차용 신품 동력전달장치 제조업
A101330,모베이스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,방송 및 무선 통신장비 제조업
A222810,세토피아,제조업,1차 금속 제조업,1차 철강 제조업,1차 철강 제조업,1차 철강 제조업
A339950,아이비김영,교육 서비스업,교육 서비스업,일반 교습 학원,일반 교습 학원,온라인 교육 학원
A048430,유라테크,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
A900100,애머릿지,도매 및 소매업,자동차 및 부품 판매업,자동차 부품 및 내장품 판매업,자동차 부품 및 내장품 판매업,자동차 부품 및 내장품 판매업
A317850,대모,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,건설 및 광업용 기계장비 제조업,광물처리 및 취급장비 제조업
A104620,노랑풍선,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,여행사 및 기타 여행보조 서비스업,여행사업,여행사업
A005800,신영와코루,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,속옷 및 잠옷 제조업,속옷 및 잠옷 제조업
A011370,서한,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,아파트 건설업
A307180,아이엘사이언스,제조업,전기장비 제조업,전구 및 조명장치 제조업,전구 및 조명장치 제조업,전구 및 조명장치 제조업
A241770,메카로,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,반도체 제조업,반도체 제조업
A158430,아톤,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
A004060,SG세계물산,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,상품 종합 도매업,상품 종합 도매업
A260660,알리코제약,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,체외 진단 시약 제조업
A043910,자연과환경,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회, 플라스터 및 그 제품 제조업"
A021820,세원정공,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업
A092440,기신정기,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,주형 및 금형 제조업
A037350,성도이엔지,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업"
A222160,NPX,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A225190,LK삼양,제조업,"의료, 정밀, 광학기기 및 시계 제조업",사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업
A002230,피에스텍,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",속도계 및 적산계기 제조업
A215100,로보로보,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업
A094970,제이엠티,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,그 외 기타 전자부품 제조업
A010170,대한광통신,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업
A086040,바이오톡스텍,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,의학 및 약학 연구개발업
A041520,이엘씨,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,상품 중개업
A000590,CS홀딩스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A039240,경남스틸,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,그 외 기타 1차 철강 제조업
A049550,잉크테크,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"잉크, 페인트, 코팅제 및 유사제품 제조업",인쇄잉크 및 회화용 물감 제조업
A347000,센코,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
A088130,동아엘텍,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A352910,오비고,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업"
A013870,지엠비코리아,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
A109960,AP헬스케어,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,기타 전문 도매업,기타 전문 도매업
A331380,포커스에이치엔에스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,영상 및 음향기기 제조업,영상 및 음향기기 제조업
A037440,희림,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",건축 및 조경 설계 서비스업,건축설계 및 관련 서비스업
A065130,탑엔지니어링,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업
A241790,티이엠씨씨엔에스,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A010470,오리콤,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,광고 대행업,광고 대행업
A189980,흥국에프엔비,제조업,음료 제조업,비알코올음료 및 얼음 제조업,비알코올 음료 및 얼음 제조업,기타 비알코올 음료 제조업
A347740,피엔케이피부임상연구센타,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업"
A171120,라이온켐텍,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업
A155650,와이엠씨,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,전자부품 제조업,전자부품 제조업
A038070,서린바이오,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,기타 전문 도매업,기타 전문 도매업
A054930,유신,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",건축 및 조경 설계 서비스업,건축설계 및 관련 서비스업
A396300,세아메카닉스,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업
A032540,TJ미디어,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,영상 및 음향기기 제조업,영상 및 음향기기 제조업
A013360,일성건설,건설업,종합 건설업,토목 건설업,토목시설물 건설업,도로 건설업
A069920,아이에스이커머스,도매 및 소매업,소매업; 자동차 제외,무점포 소매업,무점포 소매업,무점포 소매업
A340360,다보링크,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업
A348350,위드텍,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","물질 검사, 측정 및 분석기구 제조업"
A378850,화승알앤에이,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
A136410,아셈스,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,플라스틱 필름 제조업
A442900,미래에셋드림스팩1호,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,기타 금융 지원 서비스업,그 외 기타 금융 지원 서비스업
A078890,가온그룹,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업
A082210,옵트론텍,제조업,"의료, 정밀, 광학기기 및 시계 제조업",사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업
A024800,유성티엔에스,운수 및 창고업,육상운송 및 파이프라인 운송업,육상 여객 운송업,육상 여객 운송업,육상 여객 운송업
A049480,오픈베이스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터시스템 통합 자문, 구축 및 관리업",컴퓨터시스템 통합 자문 및 구축 서비스업
A094850,참좋은여행,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,여행사 및 기타 여행보조 서비스업,여행사 및 기타 여행보조 서비스업,여행사 및 기타 여행보조 서비스업
A361570,알비더블유,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,음악 및 기타 오디오물 출판업
A106080,하이소닉,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,그 외 기타 전자부품 제조업
A052710,아모텍,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,그 외 기타 전자부품 제조업
A041650,상신브레이크,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
A033830,티비씨,정보통신업,방송 및 영상·오디오물 제공 서비스업,텔레비전 방송업,지상파 방송업,지상파 방송업
A320000,한울반도체,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A075180,새론오토모티브,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
A023810,인팩,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업
A064480,브리지텍,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
A080530,코디,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,기타 화학제품 제조업,기타 화학제품 제조업
A130580,나이스디앤비,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,기타 사업지원 서비스업,그 외 기타 사업지원 서비스업,신용 조사 및 추심 대행업
A069460,대호에이엘,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업"
A072990,에이치시티,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,"기술 시험, 검사 및 분석업",물질성분 검사 및 분석업
A017480,삼현철강,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,기타 1차 철강 제조업
A224110,에이텍모빌리티,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업
A081150,티플랙스,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업
A007980,TP,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,봉제의복 제조업,봉제의복 제조업
A205500,액션스퀘어,정보통신업,출판업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업
A115440,우리넷,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업
A187420,제노포커스,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A080000,에스엔유,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,그 외 기타 특수목적용 기계 제조업
A256630,포인트엔지니어링,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속가공업",도장 및 기타 피막처리업
A234920,자이글,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기기기 제조업,주방용 전기기기 제조업
A087260,모바일어플라이언스,정보통신업,출판업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업
A237820,플레이디,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,광고 대행업,광고 대행업
A043220,티에스넥스젠,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A201490,미투온,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,유선 온라인 게임 소프트웨어 개발 및 공급업
A033540,파라텍,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A031820,콤텍시스템,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터 프로그래밍 서비스업,컴퓨터 프로그래밍 서비스업
A160550,NEW,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업"
A025550,한국선재,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",철강선 제조업
A263800,데이타솔루션,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업
A321260,프로이천,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,반도체 제조업,반도체 제조업
A009180,한솔로지스틱스,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,그 외 기타 운송관련 서비스업,통관 대리 및 관련서비스업
A014440,영보화학,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,플라스틱 발포 성형제품 제조업,플라스틱 발포 성형제품 제조업
A212560,네오오토,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업
A037330,인지디스플레,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,표시장치 제조업,액정 표시장치 제조업
A101000,KS인더스트리,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A090410,덕신이피씨,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,구조용 금속 판제품 및 공작물 제조업
A142760,모아라이프플러스,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업
A008830,대동기어,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A018500,동원금속,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업
A105760,포스뱅크,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,일반 목적용 기계 제조업,일반 목적용 기계 제조업
A192250,케이사인,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
A066310,큐에스아이,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업","다이오드, 트랜지스터 및 유사 반도체소자 제조업"
A054920,한컴위드,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
A204610,티쓰리,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업
A000910,유니온,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
A057680,티사이언티픽,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업
A102280,쌍방울,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,속옷 및 잠옷 제조업,속옷 및 잠옷 제조업
A389140,포바이포,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물 및 방송프로그램 제작업",광고 영화 및 비디오물 제작업
A368600,아이씨에이치,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,전자부품 제조업,전자부품 제조업
A241840,에이스토리,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업"
A066130,하츠,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기기기 제조업,기타 가정용 전기기기 제조업
A050960,수산아이앤티,정보통신업,출판업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업
A187660,에이디엠코리아,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,의학 및 약학 연구개발업
A044060,조광ILI,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사장치 제조 포함","탭, 밸브 및 유사장치 제조업"
